type,status,priority,estimatedHours,budget,expectedViews,expectedClicks,expectedLeads,expectedConversions,expectedCTR,expectedConversionRate,platforms,channel,complexityScore,riskLevel,delayHours,reopenCount,actualDurationHours
SOCIAL_MEDIA,IN_PROGRESS,HIGH,48,14800.00,280000,12500,650,160,4.32,0.57,"Facebook;LinkedIn",Social,4,3,0.00,0,48
EMAIL,IN_REVIEW,MEDIUM,12,720.00,18000,800,45,11,4.44,0.61,Email,Email,3,2,0.00,0,12
ANALYTICS,TO_DO,CRITICAL,82,5400.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,5,0.00,0,82
DESIGN,IN_REVIEW,MEDIUM,20,1120.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,20
SEO,TO_DO,LOW,5,210.00,0,0,0,0,0.00,0.00,Website,Organic,1,1,0.00,0,5
CONTENT_CREATION,IN_PROGRESS,HIGH,42,3300.00,56000,2300,140,36,4.07,0.64,YouTube,Video,4,3,0.00,0,42
PPC,IN_REVIEW,CRITICAL,88,52000.00,820000,42000,2100,520,4.91,0.66,Google,SEM,5,4,0.00,2,88
SOCIAL_MEDIA,TO_DO,MEDIUM,16,1040.00,28000,1100,55,14,3.85,0.49,"Instagram;TikTok",Social,3,2,0.00,0,16
EMAIL,DONE,LOW,4,115.00,5600,240,14,4,4.17,0.64,Email,Email,2,1,0.00,0,4
ANALYTICS,IN_PROGRESS,CRITICAL,60,3200.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,60
DESIGN,TO_DO,MEDIUM,14,880.00,0,0,0,0,0.00,0.00,Website,Creative,3,2,0.00,0,14
SEO,IN_REVIEW,HIGH,32,1800.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,32
CONTENT_CREATION,TO_DO,LOW,6,260.00,3400,130,10,3,3.85,0.62,Website,Content,2,1,0.00,0,6
PPC,IN_PROGRESS,HIGH,58,31000.00,500000,25000,1200,300,4.50,0.60,Google,SEM,5,4,0.00,2,58
SOCIAL_MEDIA,IN_REVIEW,MEDIUM,20,1500.00,36000,1400,70,18,3.80,0.50,"Facebook;Instagram",Social,3,2,0.00,0,20
EMAIL,IN_PROGRESS,MEDIUM,10,640.00,15000,700,38,9,4.38,0.63,Email,Email,3,2,0.00,0,10
ANALYTICS,TO_DO,HIGH,34,1900.00,0,0,0,0,0.00,0.00,Website,Performance,4,3,0.00,0,34
DESIGN,IN_REVIEW,LOW,6,180.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,6
SEO,TO_DO,LOW,4,150.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,4
CAMPAIGN,IN_PROGRESS,HIGH,124,34000.00,600000,28000,1400,360,4.62,0.60,"Facebook;Google",Multi,5,4,0.00,0,124
CAMPAIGN,IN_REVIEW,HIGH,64,11000.00,170000,7600,380,95,4.47,0.56,"Facebook;YouTube",Multi,4,3,0.00,0,64
CONTENT_CREATION,IN_PROGRESS,MEDIUM,13,680.00,8200,320,20,6,3.90,0.73,Website,Content,3,2,0.00,0,13
SEO,TO_DO,MEDIUM,9,600.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,9
SOCIAL_MEDIA,IN_REVIEW,LOW,7,420.00,12000,480,22,6,4.00,0.50,"Instagram;Pinterest",Social,2,1,0.00,0,7
EMAIL,DONE,MEDIUM,5,250.00,9000,380,18,5,4.22,0.56,Email,Email,2,1,0.00,0,5
PPC,TO_DO,HIGH,34,9800.00,140000,7000,350,90,5.00,0.64,Google,SEM,5,3,0.00,0,34
ANALYTICS,IN_PROGRESS,MEDIUM,18,1200.00,0,0,0,0,0.00,0.00,Internal,Analytics,3,2,0.00,0,18
DESIGN,IN_REVIEW,MEDIUM,12,820.00,0,0,0,0,0.00,0.00,Website,Creative,3,2,0.00,0,12
COPYWRITING,TO_DO,LOW,4,140.00,0,0,0,0,0.00,0.00,Website,Content,1,1,0.00,0,4
CAMPAIGN,IN_PROGRESS,CRITICAL,180,28000.00,360000,16000,800,220,4.44,0.61,"Google;Programmatic",Multi,5,4,0.00,0,180
CONTENT_CREATION,IN_REVIEW,MEDIUM,16,980.00,11000,420,26,8,3.82,0.73,YouTube,Video,3,2,0.00,0,16
SEO,IN_PROGRESS,HIGH,28,1600.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,28
SOCIAL_MEDIA,TO_DO,MEDIUM,11,760.00,21000,820,40,10,3.90,0.48,"TikTok;Instagram",Social,3,2,0.00,0,11
EMAIL,IN_REVIEW,LOW,3,90.00,3000,120,6,2,4.00,0.40,Email,Email,1,1,0.00,0,3
PPC,IN_PROGRESS,MEDIUM,26,7200.00,95000,4200,210,52,4.42,0.55,Display,Programmatic,4,3,0.00,0,26
ANALYTICS,TO_DO,CRITICAL,52,3400.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,52
DESIGN,IN_PROGRESS,LOW,6,180.00,0,0,0,0,0.00,0.00,App,Creative,2,1,0.00,0,6
COPYWRITING,IN_REVIEW,MEDIUM,10,420.00,6000,240,16,4,3.80,0.67,Website,Content,2,1,0.00,0,10
CAMPAIGN,TO_DO,HIGH,88,15000.00,220000,9500,480,120,4.32,0.54,"Facebook;LinkedIn",Multi,4,3,0.00,0,88
CONTENT_CREATION,IN_PROGRESS,LOW,6,300.00,4500,180,12,3,3.75,0.67,Website,Content,2,1,0.00,0,6
SEO,IN_REVIEW,MEDIUM,20,1100.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,20
SOCIAL_MEDIA,IN_PROGRESS,HIGH,30,5200.00,90000,3600,180,45,4.00,0.50,"Facebook;Instagram",Social,4,3,0.00,0,30
EMAIL,TO_DO,MEDIUM,8,420.00,12000,520,28,7,4.33,0.58,Email,Email,3,2,0.00,0,8
PPC,IN_REVIEW,CRITICAL,72,42000.00,700000,35000,1800,450,5.00,0.64,Google,SEM,5,4,0.00,0,72
ANALYTICS,IN_PROGRESS,HIGH,24,1400.00,0,0,0,0,0.00,0.00,Website,Conversion,4,3,0.00,0,24
DESIGN,TO_DO,MEDIUM,14,760.00,0,0,0,0,0.00,0.00,Website,Creative,3,2,0.00,0,14
COPYWRITING,IN_PROGRESS,LOW,5,160.00,0,0,0,0,0.00,0.00,Email,Creative,2,1,0.00,0,5
CAMPAIGN,IN_REVIEW,HIGH,104,24000.00,380000,17000,900,230,4.47,0.60,"Google;YouTube",Multi,4,3,0.00,0,104
CONTENT_CREATION,TO_DO,MEDIUM,18,1200.00,15000,600,35,9,4.00,0.60,Website,Content,3,2,0.00,0,18
SEO,IN_PROGRESS,LOW,6,220.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,6
SOCIAL_MEDIA,IN_REVIEW,MEDIUM,15,1100.00,26000,1000,50,12,3.83,0.50,"LinkedIn;Twitter",Social,3,2,0.00,0,15
EMAIL,IN_PROGRESS,LOW,4,140.00,6000,260,14,4,4.33,0.67,Email,Email,2,1,0.00,0,4
PPC,TO_DO,MEDIUM,28,6400.00,100000,4200,210,55,4.20,0.53,Display,Programmatic,4,3,0.00,0,28
ANALYTICS,IN_REVIEW,CRITICAL,60,3000.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,60
DESIGN,IN_PROGRESS,MEDIUM,16,900.00,0,0,0,0,0.00,0.00,App,Product,3,2,0.00,0,16
COPYWRITING,TO_DO,LOW,3,100.00,0,0,0,0,0.00,0.00,Website,Support,1,1,0.00,0,3
CAMPAIGN,IN_PROGRESS,MEDIUM,52,9000.00,130000,6000,300,80,4.62,0.58,"Facebook;Display",Multi,4,3,0.00,0,52
CONTENT_CREATION,IN_REVIEW,HIGH,26,1600.00,22000,900,50,14,4.09,0.64,YouTube,Video,4,3,0.00,0,26
SEO,TO_DO,MEDIUM,12,700.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,12
SOCIAL_MEDIA,IN_PROGRESS,LOW,6,320.00,6000,240,12,3,4.00,0.40,"Instagram;Snapchat",Social,2,1,0.00,0,6
EMAIL,IN_REVIEW,MEDIUM,7,360.00,10000,420,22,6,4.20,0.60,Email,Email,2,1,0.00,0,7
PPC,IN_PROGRESS,HIGH,40,13000.00,200000,9000,450,110,4.50,0.55,Google,SEM,5,3,0.00,0,40
ANALYTICS,TO_DO,HIGH,36,1800.00,0,0,0,0,0.00,0.00,Website,Analytics,4,3,0.00,0,36
DESIGN,IN_REVIEW,LOW,8,220.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,8
COPYWRITING,IN_PROGRESS,MEDIUM,11,480.00,7000,280,18,5,3.86,0.71,Website,Content,3,2,0.00,0,11
CAMPAIGN,TO_DO,HIGH,76,14000.00,210000,9000,420,105,4.29,0.52,"Google;Facebook",Multi,4,3,0.00,0,76
CONTENT_CREATION,IN_PROGRESS,MEDIUM,14,820.00,9000,350,20,6,3.89,0.67,Website,Content,3,2,0.00,0,14
SEO,IN_REVIEW,HIGH,30,1500.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,30
SOCIAL_MEDIA,TO_DO,MEDIUM,10,680.00,18000,720,36,9,4.00,0.50,"Facebook;Instagram",Social,3,2,0.00,0,10
EMAIL,IN_PROGRESS,LOW,5,200.00,8000,320,18,5,4.00,0.50,Email,Email,2,1,0.00,0,5
PPC,IN_REVIEW,MEDIUM,24,5200.00,80000,3500,170,42,4.38,0.56,Display,Programmatic,4,2,0.00,0,24
ANALYTICS,IN_PROGRESS,CRITICAL,68,4200.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,68
DESIGN,TO_DO,MEDIUM,13,760.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,13
COPYWRITING,IN_REVIEW,LOW,4,150.00,0,0,0,0,0.00,0.00,Email,Creative,1,1,0.00,0,4
CAMPAIGN,IN_PROGRESS,CRITICAL,200,32000.00,500000,24000,1200,320,4.50,0.62,"Programmatic;TV",Multi,5,4,0.00,0,200
CONTENT_CREATION,TO_DO,LOW,6,260.00,3800,150,10,3,3.85,0.63,Website,Content,2,1,0.00,0,6
SEO,IN_PROGRESS,MEDIUM,18,920.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,18
SOCIAL_MEDIA,IN_REVIEW,HIGH,32,6000.00,110000,4800,240,60,4.36,0.55,"Instagram;TikTok",Social,4,3,0.00,0,32
EMAIL,TO_DO,MEDIUM,9,480.00,13000,560,32,8,4.31,0.62,Email,Email,3,2,0.00,0,9
PPC,IN_PROGRESS,HIGH,50,21000.00,340000,15000,800,200,4.76,0.59,Google,SEM,5,4,0.00,0,50
ANALYTICS,IN_REVIEW,HIGH,26,1500.00,0,0,0,0,0.00,0.00,Website,Conversion,4,3,0.00,0,26
DESIGN,IN_PROGRESS,LOW,6,200.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,6
COPYWRITING,TO_DO,MEDIUM,12,520.00,8000,320,20,6,3.90,0.75,Website,Content,3,2,0.00,0,12
CAMPAIGN,IN_REVIEW,HIGH,96,18000.00,300000,14000,700,180,4.67,0.58,"Facebook;YouTube",Multi,4,3,0.00,0,96
CONTENT_CREATION,IN_PROGRESS,MEDIUM,20,1100.00,15000,600,35,9,3.89,0.60,Website,Content,3,2,0.00,0,20
SEO,TO_DO,LOW,5,180.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,5
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,18,1250.00,30000,1100,55,14,3.71,0.47,"LinkedIn;Twitter",Social,3,2,0.00,0,18
EMAIL,IN_REVIEW,LOW,4,160.00,6500,280,16,4,4.38,0.62,Email,Email,2,1,0.00,0,4
PPC,IN_PROGRESS,MEDIUM,30,7600.00,120000,5200,260,70,4.33,0.58,Display,Programmatic,4,3,0.00,0,30
ANALYTICS,TO_DO,CRITICAL,84,5200.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,5,0.00,0,84
DESIGN,IN_REVIEW,MEDIUM,16,900.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,16
COPYWRITING,IN_PROGRESS,LOW,6,200.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,6
CAMPAIGN,IN_PROGRESS,HIGH,128,36000.00,620000,30000,1500,380,4.73,0.63,"Google;Programmatic",Multi,5,4,0.00,0,128
CONTENT_CREATION,IN_REVIEW,MEDIUM,22,1300.00,18000,700,40,11,3.89,0.61,YouTube,Video,3,2,0.00,0,22
SEO,IN_PROGRESS,HIGH,36,2200.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,36
SOCIAL_MEDIA,TO_DO,LOW,6,300.00,5000,200,10,2,4.00,0.40,"Instagram;Pinterest",Social,2,1,0.00,0,6
EMAIL,IN_PROGRESS,MEDIUM,11,640.00,16000,700,40,10,4.38,0.63,Email,Email,3,2,0.00,0,11
PPC,IN_REVIEW,HIGH,42,16000.00,260000,11000,560,140,4.23,0.54,Google,SEM,5,3,0.00,0,42
ANALYTICS,IN_PROGRESS,HIGH,28,1500.00,0,0,0,0,0.00,0.00,Website,Performance,4,3,0.00,0,28
DESIGN,TO_DO,LOW,5,120.00,0,0,0,0,0.00,0.00,Display,Creative,1,1,0.00,0,5
COPYWRITING,IN_REVIEW,MEDIUM,9,360.00,6000,240,16,4,3.80,0.67,Website,Content,2,1,0.00,0,9
CAMPAIGN,IN_PROGRESS,MEDIUM,60,10000.00,150000,7000,350,90,4.67,0.57,"Facebook;Display",Multi,4,3,0.00,0,60
CONTENT_CREATION,IN_PROGRESS,HIGH,32,2400.00,38000,1500,80,20,3.95,0.53,YouTube,Video,4,3,0.00,0,32
SEO,TO_DO,MEDIUM,14,760.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,14
SOCIAL_MEDIA,IN_REVIEW,HIGH,34,5600.00,95000,3800,210,52,4.00,0.55,"Facebook;LinkedIn",Social,4,3,0.00,0,34
EMAIL,TO_DO,LOW,3,95.00,2800,110,6,2,4.00,0.64,Email,Email,1,1,0.00,0,3
PPC,IN_PROGRESS,CRITICAL,96,54000.00,850000,43000,2200,540,4.92,0.66,Google,SEM,5,4,0.00,0,96
ANALYTICS,IN_REVIEW,CRITICAL,100,9000.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,5,0.00,0,100
DESIGN,IN_PROGRESS,MEDIUM,18,980.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,18
COPYWRITING,TO_DO,LOW,4,150.00,0,0,0,0,0.00,0.00,Website,Content,1,1,0.00,0,4
CAMPAIGN,IN_REVIEW,HIGH,112,26000.00,420000,18000,900,230,4.46,0.59,"Google;YouTube",Multi,4,3,0.00,0,112
CONTENT_CREATION,TO_DO,MEDIUM,17,880.00,11000,420,26,7,3.82,0.64,Website,Content,3,2,0.00,0,17
SEO,IN_PROGRESS,LOW,8,340.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,8
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,20,1400.00,32000,1200,60,15,3.86,0.48,"Instagram;TikTok",Social,3,2,0.00,0,20
EMAIL,IN_REVIEW,MEDIUM,10,600.00,15000,700,40,10,4.38,0.67,Email,Email,3,2,0.00,0,10
PPC,TO_DO,MEDIUM,26,5600.00,90000,3800,200,50,4.22,0.56,Display,Programmatic,4,3,0.00,0,26
ANALYTICS,IN_PROGRESS,HIGH,30,1600.00,0,0,0,0,0.00,0.00,Website,Conversion,4,3,0.00,0,30
DESIGN,IN_REVIEW,LOW,6,190.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,6
COPYWRITING,IN_PROGRESS,MEDIUM,11,500.00,9000,360,22,7,3.89,0.69,Website,Content,3,2,0.00,0,11
CAMPAIGN,IN_PROGRESS,HIGH,96,20000.00,360000,16000,800,220,4.44,0.61,"Programmatic;TV",Multi,5,4,0.00,0,96
CAMPAIGN,TO_DO,MEDIUM,64,8200.00,110000,4800,240,60,4.36,0.55,"Facebook;LinkedIn",Multi,4,3,0.00,0,64
CONTENT_CREATION,IN_PROGRESS,LOW,7,320.00,4200,160,12,3,3.81,0.57,Website,Blog,2,1,0.00,0,7
SEO,IN_REVIEW,HIGH,20,1300.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,20
SOCIAL_MEDIA,DONE,MEDIUM,18,1100.00,26000,1000,50,12,3.85,0.48,"Instagram;TikTok",Social,3,2,0.00,0,18
EMAIL,IN_PROGRESS,MEDIUM,9,420.00,12000,520,28,7,4.33,0.58,Email,Retention,3,2,0.00,0,9
PPC,IN_REVIEW,HIGH,36,14000.00,220000,9800,490,125,4.45,0.56,Google,SEM,5,3,0.00,0,36
ANALYTICS,TO_DO,CRITICAL,48,3000.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,48
DESIGN,IN_PROGRESS,MEDIUM,12,900.00,0,0,0,0,0.00,0.00,Website,Creative,3,2,0.00,0,12
COPYWRITING,TO_DO,LOW,4,160.00,0,0,0,0,0.00,0.00,Website,Support,1,1,0.00,0,4
CAMPAIGN,IN_PROGRESS,HIGH,140,32000.00,520000,24000,1200,320,4.62,0.61,"Facebook;Google",Multi,5,4,0.00,0,140
CONTENT_CREATION,IN_REVIEW,MEDIUM,22,1500.00,18000,700,40,11,3.89,0.61,YouTube,Video,3,2,0.00,0,22
SEO,TO_DO,LOW,6,240.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,6
SOCIAL_MEDIA,IN_PROGRESS,HIGH,28,4800.00,80000,3200,160,40,4.00,0.50,"Facebook;Instagram",Social,4,3,0.00,0,28
EMAIL,IN_REVIEW,LOW,4,130.00,6000,260,14,4,4.33,0.67,Email,Email,2,1,0.00,0,4
PPC,IN_PROGRESS,CRITICAL,80,42000.00,700000,35000,1800,450,5.00,0.64,Google,SEM,5,4,0.00,2,80
ANALYTICS,IN_PROGRESS,HIGH,30,1600.00,0,0,0,0,0.00,0.00,Website,Conversion,4,3,0.00,0,30
DESIGN,TO_DO,LOW,5,120.00,0,0,0,0,0.00,0.00,Display,Creative,1,1,0.00,0,5
COPYWRITING,IN_PROGRESS,MEDIUM,10,420.00,7000,280,18,5,3.86,0.71,Website,Content,3,2,0.00,0,10
CAMPAIGN,DONE,HIGH,96,20000.00,360000,16000,800,200,4.44,0.61,"Programmatic;TV",Multi,5,4,0.00,0,96
CONTENT_CREATION,TO_DO,MEDIUM,15,900.00,12000,480,30,9,4.00,0.60,Website,Content,3,2,0.00,0,15
SEO,IN_REVIEW,MEDIUM,18,980.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,18
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,20,1400.00,32000,1200,60,15,3.86,0.48,"Instagram;LinkedIn",Social,3,2,0.00,0,20
EMAIL,TO_DO,LOW,2,60.00,1500,60,4,1,4.00,0.27,Email,Email,1,1,0.00,0,2
PPC,IN_REVIEW,HIGH,44,17000.00,280000,12000,600,150,4.29,0.54,Google,SEM,5,3,0.00,1,44
ANALYTICS,IN_REVIEW,CRITICAL,56,3200.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,56
DESIGN,IN_PROGRESS,MEDIUM,16,1100.00,0,0,0,0,0.00,0.00,App,Product,3,2,0.00,0,16
COPYWRITING,TO_DO,LOW,3,120.00,0,0,0,0,0.00,0.00,Website,Support,1,1,0.00,0,3
CAMPAIGN,IN_PROGRESS,MEDIUM,60,9000.00,130000,6000,300,80,4.62,0.58,"Facebook;Display",Multi,4,3,0.00,0,60
CONTENT_CREATION,IN_PROGRESS,HIGH,34,2600.00,42000,1600,95,26,3.81,0.62,YouTube,Video,4,3,0.00,0,34
SEO,TO_DO,MEDIUM,12,700.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,12
SOCIAL_MEDIA,IN_REVIEW,HIGH,30,5400.00,95000,3800,210,52,4.00,0.55,"Facebook;LinkedIn",Social,4,3,0.00,0,30
EMAIL,IN_PROGRESS,MEDIUM,11,640.00,16000,700,40,10,4.38,0.63,Email,Email,3,2,0.00,0,11
PPC,TO_DO,MEDIUM,26,5600.00,90000,3800,200,50,4.22,0.56,Display,Programmatic,4,3,0.00,0,26
ANALYTICS,IN_REVIEW,HIGH,34,2100.00,0,0,0,0,0.00,0.00,Website,Performance,4,3,0.00,0,34
DESIGN,TO_DO,LOW,6,190.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,6
COPYWRITING,IN_REVIEW,LOW,4,160.00,0,0,0,0,0.00,0.00,"Facebook;Google",Creative,2,1,0.00,0,4
CAMPAIGN,IN_PROGRESS,HIGH,120,26000.00,420000,18000,900,230,4.29,0.55,"Facebook;Google",Multi,4,3,0.00,0,120
CONTENT_CREATION,TO_DO,LOW,8,260.00,3600,150,10,3,3.75,0.67,Website,Content,2,1,0.00,0,8
SEO,IN_PROGRESS,HIGH,36,2200.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,36
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,26,2000.00,42000,1600,90,24,3.81,0.57,"Instagram;TikTok",Social,3,2,0.00,0,26
EMAIL,IN_REVIEW,LOW,4,150.00,7000,300,18,4,4.29,0.57,Email,Email,2,1,0.00,0,4
PPC,IN_PROGRESS,HIGH,50,21000.00,340000,15000,800,200,4.76,0.59,Google,SEM,5,4,0.00,1,50
ANALYTICS,TO_DO,CRITICAL,88,5200.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,5,0.00,0,88
DESIGN,IN_REVIEW,MEDIUM,18,1000.00,0,0,0,0,0.00,0.00,"Instagram;Website",Creative,3,2,0.00,0,18
COPYWRITING,IN_PROGRESS,LOW,6,200.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,6
CAMPAIGN,IN_REVIEW,CRITICAL,300,45000.00,600000,30000,1500,380,4.44,0.60,"Programmatic;TV",Multi,5,4,0.00,0,300
CONTENT_CREATION,IN_PROGRESS,MEDIUM,20,1200.00,15000,600,35,9,4.00,0.60,Website,Content,3,2,0.00,0,20
SEO,TO_DO,LOW,4,170.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,4
SOCIAL_MEDIA,IN_REVIEW,MEDIUM,22,1800.00,40000,1500,80,20,3.75,0.50,"Facebook;Twitter",Social,3,2,0.00,0,22
EMAIL,IN_PROGRESS,MEDIUM,13,780.00,19000,850,48,12,4.47,0.63,Email,Email,3,2,0.00,0,13
PPC,IN_REVIEW,MEDIUM,28,6400.00,100000,4200,210,55,4.20,0.53,Display,Programmatic,4,3,0.00,0,28
ANALYTICS,IN_PROGRESS,HIGH,26,1500.00,0,0,0,0,0.00,0.00,Website,Conversion,4,3,0.00,0,26
DESIGN,TO_DO,LOW,7,230.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,7
COPYWRITING,TO_DO,LOW,2,90.00,0,0,0,0,0.00,0.00,Website,Product,1,1,0.00,0,2
CAMPAIGN,IN_PROGRESS,HIGH,88,14500.00,210000,9200,460,115,4.38,0.55,"Facebook;Instagram",Multi,4,3,0.00,0,88
CONTENT_CREATION,TO_DO,MEDIUM,11,560.00,7200,300,20,6,4.17,0.83,Website,Content,3,2,0.00,0,11
SEO,IN_REVIEW,HIGH,26,1350.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,26
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,14,980.00,27000,1100,55,13,3.85,0.48,"Instagram;TikTok",Social,3,2,0.00,0,14
EMAIL,TO_DO,LOW,3,65.00,2100,85,6,2,3.92,0.32,Email,Email,1,1,0.00,0,3
PPC,IN_PROGRESS,HIGH,46,17500.00,260000,11500,580,145,4.42,0.56,Google,SEM,5,3,0.00,1,46
ANALYTICS,IN_REVIEW,CRITICAL,58,3600.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,58
DESIGN,TO_DO,MEDIUM,11,720.00,0,0,0,0,0.00,0.00,Website,Creative,3,2,0.00,0,11
COPYWRITING,IN_PROGRESS,LOW,6,210.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,6
CAMPAIGN,IN_PROGRESS,CRITICAL,200,32000.00,500000,24000,1200,320,4.50,0.62,"Programmatic;TV",Multi,5,4,0.00,0,200
CONTENT_CREATION,TO_DO,MEDIUM,17,880.00,11000,420,26,7,3.82,0.64,Website,Content,3,2,0.00,0,17
SEO,IN_PROGRESS,LOW,8,340.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,8
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,20,1400.00,32000,1200,60,15,3.86,0.48,"Instagram;TikTok",Social,3,2,0.00,0,20
EMAIL,IN_REVIEW,MEDIUM,10,600.00,15000,700,40,10,4.38,0.67,Email,Email,3,2,0.00,0,10
PPC,TO_DO,MEDIUM,26,5600.00,90000,3800,200,50,4.22,0.56,Display,Programmatic,4,3,0.00,0,26
ANALYTICS,IN_REVIEW,HIGH,30,1600.00,0,0,0,0,0.00,0.00,Website,Conversion,4,3,0.00,0,30
DESIGN,TO_DO,LOW,7,230.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,7
COPYWRITING,IN_REVIEW,LOW,4,150.00,0,0,0,0,0.00,0.00,Email,Creative,1,1,0.00,0,4
CAMPAIGN,IN_PROGRESS,HIGH,104,24000.00,380000,17000,900,230,4.47,0.60,"Google;YouTube",Multi,4,3,0.00,0,104
CONTENT_CREATION,IN_PROGRESS,MEDIUM,21,1150.00,14000,520,30,9,3.71,0.64,Website,Content,3,2,0.00,0,21
SEO,TO_DO,MEDIUM,14,760.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,14
SOCIAL_MEDIA,IN_REVIEW,HIGH,34,5600.00,95000,3800,210,52,4.00,0.55,"Facebook;LinkedIn",Social,4,3,0.00,0,34
EMAIL,TO_DO,LOW,3,95.00,2800,110,6,2,4.00,0.64,Email,Email,1,1,0.00,0,3
PPC,IN_PROGRESS,CRITICAL,96,54000.00,850000,43000,2200,540,4.92,0.66,Google,SEM,5,4,0.00,0,96
ANALYTICS,IN_REVIEW,CRITICAL,100,9000.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,5,0.00,0,100
DESIGN,IN_PROGRESS,MEDIUM,18,980.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,18
COPYWRITING,TO_DO,LOW,4,150.00,0,0,0,0,0.00,0.00,Website,Content,1,1,0.00,0,4
CAMPAIGN,IN_PROGRESS,HIGH,128,36000.00,620000,30000,1500,380,4.73,0.63,"Google;Programmatic",Multi,5,4,0.00,0,128
CAMPAIGN,IN_PROGRESS,HIGH,72,13200.00,210000,8800,420,110,4.25,0.53,"Facebook;Instagram",Multi,4,3,0.00,0,72
CONTENT_CREATION,TO_DO,MEDIUM,11,560.00,7200,300,20,6,3.90,0.64,Website,Content,3,2,0.00,0,11
SEO,IN_REVIEW,HIGH,26,1350.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,26
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,14,980.00,27000,1100,55,13,3.85,0.48,"Instagram;TikTok",Social,3,2,0.00,0,14
EMAIL,TO_DO,LOW,3,65.00,2100,85,6,2,3.92,0.32,Email,Email,1,1,0.00,0,3
PPC,IN_PROGRESS,HIGH,46,17500.00,260000,11500,580,145,4.42,0.56,Google,SEM,5,3,0.00,1,46
ANALYTICS,IN_REVIEW,CRITICAL,58,3600.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,58
DESIGN,TO_DO,MEDIUM,11,720.00,0,0,0,0,0.00,0.00,Website,Creative,3,2,0.00,0,11
